,StockCode,Description,UnitPrice,CustomerID,Country,Description_literal,Quantity
950,22792,FLUTED ANTIQUE CANDLE HOLDER,0.85,14741.0,United Kingdom,"['FLUTED', 'ANTIQUE', 'CANDLE', 'HOLDER']",2301
951,21364,PEACE SMALL WOOD LETTERS,6.75,13715.0,United Kingdom,"['PEACE', 'SMALL', 'WOOD', 'LETTERS']",24
952,21042,RED RETROSPOT APRON ,5.95,13715.0,United Kingdom,"['RED', 'RETROSPOT', 'APRON', '']",297
953,47567B,TEA TIME KITCHEN APRON,5.95,13715.0,United Kingdom,"['TEA', 'TIME', 'KITCHEN', 'APRON']",584
954,22272,FELTCRAFT DOLL MARIA,2.95,13715.0,United Kingdom,"['FELTCRAFT', 'DOLL', 'MARIA']",193
955,21172,PARTY METAL SIGN ,1.45,13715.0,United Kingdom,"['PARTY', 'METAL', 'SIGN', '']",3322
956,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,9.95,17732.0,United Kingdom,"['VINTAGE', 'CREAM', '3', 'BASKET', 'CAKE', 'STAND']",384
957,22602,CHRISTMAS RETROSPOT HEART WOOD,0.85,17732.0,United Kingdom,"['CHRISTMAS', 'RETROSPOT', 'HEART', 'WOOD']",1922
958,22365,DOORMAT RESPECTABLE HOUSE,7.95,17732.0,United Kingdom,"['DOORMAT', 'RESPECTABLE', 'HOUSE']",728
959,22507,MEMO BOARD RETROSPOT  DESIGN,4.95,17732.0,United Kingdom,"['MEMO', 'BOARD', 'RETROSPOT', '', 'DESIGN']",2779
960,62096A,PINK/YELLOW FLOWERS HANDBAG,1.25,15752.0,United Kingdom,"['PINK/YELLOW', 'FLOWERS', 'HANDBAG']",106
961,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2.55,15752.0,United Kingdom,"['CHARLIE+LOLA', 'MY', 'ROOM', 'DOOR', 'SIGN']",362
962,21272,SALLE DE BAIN HOOK,1.25,15752.0,United Kingdom,"['SALLE', 'DE', 'BAIN', 'HOOK']",501
963,22044,CHRISTMAS CARD STACK OF PRESENTS,0.42,17855.0,United Kingdom,"['CHRISTMAS', 'CARD', 'STACK', 'OF', 'PRESENTS']",816
964,21918,SET 12 KIDS COLOUR  CHALK STICKS,0.42,17855.0,United Kingdom,"['SET', '12', 'KIDS', 'COLOUR', '', 'CHALK', 'STICKS']",6997
965,22029,SPACEBOY BIRTHDAY CARD,0.42,17855.0,United Kingdom,"['SPACEBOY', 'BIRTHDAY', 'CARD']",7846
966,22037,ROBOT BIRTHDAY CARD,0.42,17855.0,United Kingdom,"['ROBOT', 'BIRTHDAY', 'CARD']",3795
967,21360,JOY LARGE WOOD LETTERS,9.95,17855.0,United Kingdom,"['JOY', 'LARGE', 'WOOD', 'LETTERS']",37
968,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.29,14047.0,United Kingdom,"['WORLD', 'WAR', '2', 'GLIDERS', 'ASSTD', 'DESIGNS']",53215
969,22898,CHILDRENS APRON APPLES DESIGN,1.95,14047.0,United Kingdom,"['CHILDRENS', 'APRON', 'APPLES', 'DESIGN']",2201
970,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4.65,14047.0,United Kingdom,"['ENCHANTED', 'BIRD', 'COATHANGER', '5', 'HOOK']",746
971,21356,TOAST ITS - FAIRY FLOWER,1.25,13941.0,United Kingdom,"['TOAST', 'ITS', '-', 'FAIRY', 'FLOWER']",304
972,85175,CACTI T-LIGHT CANDLES,0.42,13941.0,United Kingdom,"['CACTI', 'T-LIGHT', 'CANDLES']",5119
973,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.1,13941.0,United Kingdom,"['HANGING', 'BAUBLE', 'T-LIGHT', 'HOLDER', 'SMALL']",223
974,20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.65,17017.0,United Kingdom,"['12', 'PENCILS', 'SMALL', 'TUBE', 'RED', 'RETROSPOT']",6280
975,22440,BALLOON WATER BOMB PACK OF 35,0.42,17017.0,United Kingdom,"['BALLOON', 'WATER', 'BOMB', 'PACK', 'OF', '35']",5887
976,22434,BALLOON PUMP WITH 10 BALLOONS,1.95,17017.0,United Kingdom,"['BALLOON', 'PUMP', 'WITH', '10', 'BALLOONS']",761
977,22564,ALPHABET STENCIL CRAFT,1.25,17017.0,United Kingdom,"['ALPHABET', 'STENCIL', 'CRAFT']",2241
978,21215,IVORY PAPER CUP CAKE CASES ,0.42,14135.0,United Kingdom,"['IVORY', 'PAPER', 'CUP', 'CAKE', 'CASES', '']",868
979,21058,PARTY INVITES WOODLAND,0.85,14135.0,United Kingdom,"['PARTY', 'INVITES', 'WOODLAND']",1037
980,21060,PARTY INVITES BALLOON GIRL,0.85,14135.0,United Kingdom,"['PARTY', 'INVITES', 'BALLOON', 'GIRL']",356
981,21719,LOVELY BONBON STICKER SHEET,0.85,14135.0,United Kingdom,"['LOVELY', 'BONBON', 'STICKER', 'SHEET']",301
982,21722,SWEET PUDDING STICKER SHEET,0.85,14135.0,United Kingdom,"['SWEET', 'PUDDING', 'STICKER', 'SHEET']",64
983,84826,ASSTD DESIGN 3D PAPER STICKERS,0.85,14135.0,United Kingdom,"['ASSTD', 'DESIGN', '3D', 'PAPER', 'STICKERS']",13642
984,21881,CUTE CATS TAPE,0.65,14135.0,United Kingdom,"['CUTE', 'CATS', 'TAPE']",975
985,10135,COLOURING PENCILS BROWN TUBE,1.25,13108.0,United Kingdom,"['COLOURING', 'PENCILS', 'BROWN', 'TUBE']",1937
986,22422,TOOTHPASTE TUBE PEN,0.65,13108.0,United Kingdom,"['TOOTHPASTE', 'TUBE', 'PEN']",971
987,22536,MAGIC DRAWING SLATE PURDEY,0.42,13108.0,United Kingdom,"['MAGIC', 'DRAWING', 'SLATE', 'PURDEY']",4601
988,22491,PACK OF 12 COLOURED PENCILS,0.85,13108.0,United Kingdom,"['PACK', 'OF', '12', 'COLOURED', 'PENCILS']",3898
989,21355,TOAST ITS - I LOVE YOU ,1.25,15601.0,United Kingdom,"['TOAST', 'ITS', '-', 'I', 'LOVE', 'YOU', '']",777
990,21518,BANK ACCOUNT  GREETING  CARD ,0.42,15601.0,United Kingdom,"['BANK', 'ACCOUNT', '', 'GREETING', '', 'CARD', '']",265
991,22023,EMPIRE BIRTHDAY CARD,0.42,15601.0,United Kingdom,"['EMPIRE', 'BIRTHDAY', 'CARD']",1131
992,22027,TEA PARTY BIRTHDAY CARD,0.42,15601.0,United Kingdom,"['TEA', 'PARTY', 'BIRTHDAY', 'CARD']",3997
993,22718,CARD CAT AND TREE ,0.42,15601.0,United Kingdom,"['CARD', 'CAT', 'AND', 'TREE', '']",1536
994,22717,CARD DOG AND BALL ,0.42,15601.0,United Kingdom,"['CARD', 'DOG', 'AND', 'BALL', '']",1170
995,22028,PENNY FARTHING BIRTHDAY CARD,0.42,15601.0,United Kingdom,"['PENNY', 'FARTHING', 'BIRTHDAY', 'CARD']",2903
996,21669,BLUE STRIPE CERAMIC DRAWER KNOB,1.25,15601.0,United Kingdom,"['BLUE', 'STRIPE', 'CERAMIC', 'DRAWER', 'KNOB']",4889
997,21671,RED SPOT CERAMIC DRAWER KNOB,1.25,15601.0,United Kingdom,"['RED', 'SPOT', 'CERAMIC', 'DRAWER', 'KNOB']",3928
998,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.25,15601.0,United Kingdom,"['WHITE', 'SPOT', 'BLUE', 'CERAMIC', 'DRAWER', 'KNOB']",3891
999,22460,EMBOSSED GLASS TEALIGHT HOLDER,1.25,15601.0,United Kingdom,"['EMBOSSED', 'GLASS', 'TEALIGHT', 'HOLDER']",2362
1000,22432,WATERING CAN PINK BUNNY,1.95,15601.0,United Kingdom,"['WATERING', 'CAN', 'PINK', 'BUNNY']",1634
1001,22433,WATERING CAN GREEN DINOSAUR,1.95,15601.0,United Kingdom,"['WATERING', 'CAN', 'GREEN', 'DINOSAUR']",1338
1002,22431,WATERING CAN BLUE ELEPHANT,1.95,15601.0,United Kingdom,"['WATERING', 'CAN', 'BLUE', 'ELEPHANT']",1973
1003,84674,FLYING PIG WATERING CAN,2.95,15601.0,United Kingdom,"['FLYING', 'PIG', 'WATERING', 'CAN']",183
1004,21069,VINTAGE BILLBOARD TEA MUG,1.25,15601.0,United Kingdom,"['VINTAGE', 'BILLBOARD', 'TEA', 'MUG']",1167
1005,21070,VINTAGE BILLBOARD MUG ,1.25,15601.0,United Kingdom,"['VINTAGE', 'BILLBOARD', 'MUG', '']",1033
1006,22419,LIPSTICK PEN RED,0.42,15601.0,United Kingdom,"['LIPSTICK', 'PEN', 'RED']",2806
1007,22676,FRENCH BLUE METAL DOOR SIGN 1,1.25,13418.0,United Kingdom,"['FRENCH', 'BLUE', 'METAL', 'DOOR', 'SIGN', '1']",1029
1008,22672,FRENCH BATHROOM SIGN BLUE METAL,1.65,13418.0,United Kingdom,"['FRENCH', 'BATHROOM', 'SIGN', 'BLUE', 'METAL']",1366
1009,22928,YELLOW GIANT GARDEN THERMOMETER,5.95,15658.0,United Kingdom,"['YELLOW', 'GIANT', 'GARDEN', 'THERMOMETER']",245
1010,22777,GLASS BELL JAR LARGE,8.5,15658.0,United Kingdom,"['GLASS', 'BELL', 'JAR', 'LARGE']",326
1011,22477,WATERING CAN GARDEN MARKER,1.25,14388.0,United Kingdom,"['WATERING', 'CAN', 'GARDEN', 'MARKER']",1289
1012,21875,KINGS CHOICE MUG,1.25,14388.0,United Kingdom,"['KINGS', 'CHOICE', 'MUG']",1972
1013,22924,FRIDGE MAGNETS LA VIE EN ROSE,0.85,14388.0,United Kingdom,"['FRIDGE', 'MAGNETS', 'LA', 'VIE', 'EN', 'ROSE']",1031
1014,21217,RED RETROSPOT ROUND CAKE TINS,9.95,14388.0,United Kingdom,"['RED', 'RETROSPOT', 'ROUND', 'CAKE', 'TINS']",966
1015,22301,COFFEE MUG CAT + BIRD DESIGN,2.55,14901.0,United Kingdom,"['COFFEE', 'MUG', 'CAT', '+', 'BIRD', 'DESIGN']",2094
1016,22446,PIN CUSHION BABUSHKA PINK,3.35,14901.0,United Kingdom,"['PIN', 'CUSHION', 'BABUSHKA', 'PINK']",161
1017,22832,BROCANTE SHELF WITH HOOKS,10.75,14901.0,United Kingdom,"['BROCANTE', 'SHELF', 'WITH', 'HOOKS']",148
1018,20674,GREEN POLKADOT BOWL,1.25,18041.0,United Kingdom,"['GREEN', 'POLKADOT', 'BOWL']",1367
1019,20676,RED RETROSPOT BOWL,1.25,18041.0,United Kingdom,"['RED', 'RETROSPOT', 'BOWL']",4341
1020,82582,AREA PATROLLED METAL SIGN,2.1,18041.0,United Kingdom,"['AREA', 'PATROLLED', 'METAL', 'SIGN']",4271
1021,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.75,18041.0,United Kingdom,"['PICTURE', 'FRAME', 'WOOD', 'TRIPLE', 'PORTRAIT']",1004
1022,21679,SKULLS  STICKERS,0.85,18041.0,United Kingdom,"['SKULLS', '', 'STICKERS']",1054
1023,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.25,15955.0,United Kingdom,"['SET3', 'BOOK', 'BOX', 'GREEN', 'GINGHAM', 'FLOWER', '']",1064
1024,21868,POTTING SHED TEA MUG,1.25,15955.0,United Kingdom,"['POTTING', 'SHED', 'TEA', 'MUG']",2261
1025,22840,ROUND CAKE TIN VINTAGE RED,7.95,15955.0,United Kingdom,"['ROUND', 'CAKE', 'TIN', 'VINTAGE', 'RED']",871
1026,79191C,RETRO PLASTIC ELEPHANT TRAY,0.85,18041.0,United Kingdom,"['RETRO', 'PLASTIC', 'ELEPHANT', 'TRAY']",947
1027,20733,GOLD MINI TAPE MEASURE ,0.85,18041.0,United Kingdom,"['GOLD', 'MINI', 'TAPE', 'MEASURE', '']",618
1028,47471,RAINBOW PEGS PHOTO CLIP STRING,0.65,18041.0,United Kingdom,"['RAINBOW', 'PEGS', 'PHOTO', 'CLIP', 'STRING']",264
1029,16046,TEATIME PEN CASE & PENS,0.85,18041.0,United Kingdom,"['TEATIME', 'PEN', 'CASE', '&', 'PENS']",67
1030,22796,PHOTO FRAME 3 CLASSIC HANGING,9.95,18041.0,United Kingdom,"['PHOTO', 'FRAME', '3', 'CLASSIC', 'HANGING']",499
1031,22733,3D TRADITIONAL CHRISTMAS STICKERS,1.25,18041.0,United Kingdom,"['3D', 'TRADITIONAL', 'CHRISTMAS', 'STICKERS']",1471
1032,22560,TRADITIONAL MODELLING CLAY,1.25,18041.0,United Kingdom,"['TRADITIONAL', 'MODELLING', 'CLAY']",8013
1033,22559,SEASIDE FLYING DISC,1.25,18041.0,United Kingdom,"['SEASIDE', 'FLYING', 'DISC']",387
1034,22896,PEG BAG APPLES DESIGN,2.55,18041.0,United Kingdom,"['PEG', 'BAG', 'APPLES', 'DESIGN']",1480
1035,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3.75,18041.0,United Kingdom,"['GREY', 'FLORAL', 'FELTCRAFT', 'SHOULDER', 'BAG']",257
1036,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,4.65,16244.0,United Kingdom,"['CHARLIE', 'LOLA', 'BLUE', 'HOT', 'WATER', 'BOTTLE', '']",73
1037,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3.75,16244.0,United Kingdom,"['SET/3', 'RED', 'GINGHAM', 'ROSE', 'STORAGE', 'BOX']",2663
1038,21313,GLASS HEART T-LIGHT HOLDER ,0.85,16244.0,United Kingdom,"['GLASS', 'HEART', 'T-LIGHT', 'HOLDER', '']",2812
1039,47566B,TEA TIME PARTY BUNTING,4.65,16244.0,United Kingdom,"['TEA', 'TIME', 'PARTY', 'BUNTING']",867
1040,22499,WOODEN UNION JACK BUNTING,5.95,16244.0,United Kingdom,"['WOODEN', 'UNION', 'JACK', 'BUNTING']",1730
1041,22090,PAPER BUNTING RETROSPOT,2.95,16244.0,United Kingdom,"['PAPER', 'BUNTING', 'RETROSPOT']",6831
1042,22071,SMALL WHITE RETROSPOT MUG IN BOX ,3.75,16244.0,United Kingdom,"['SMALL', 'WHITE', 'RETROSPOT', 'MUG', 'IN', 'BOX', '']",425
1043,22070,SMALL RED RETROSPOT MUG IN BOX ,3.75,16244.0,United Kingdom,"['SMALL', 'RED', 'RETROSPOT', 'MUG', 'IN', 'BOX', '']",578
1044,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4.95,16244.0,United Kingdom,"['SET', '3', 'RETROSPOT', 'TEA,COFFEE,SUGAR']",1825
1045,20983,12 PENCILS TALL TUBE RED RETROSPOT,0.85,16244.0,United Kingdom,"['12', 'PENCILS', 'TALL', 'TUBE', 'RED', 'RETROSPOT']",2645
1046,21537,RED RETROSPOT PUDDING BOWL,4.25,16244.0,United Kingdom,"['RED', 'RETROSPOT', 'PUDDING', 'BOWL']",272
1047,21527,RED RETROSPOT TRADITIONAL TEAPOT ,7.95,16244.0,United Kingdom,"['RED', 'RETROSPOT', 'TRADITIONAL', 'TEAPOT', '']",434
1048,21538,DAIRY MAID  PUDDING BOWL,3.75,16244.0,United Kingdom,"['DAIRY', 'MAID', '', 'PUDDING', 'BOWL']",5
1049,85216,ASSORTED CAKES FRIDGE MAGNETS,0.65,16244.0,United Kingdom,"['ASSORTED', 'CAKES', 'FRIDGE', 'MAGNETS']",55
1050,22131,FOOD CONTAINER SET 3 LOVE HEART ,1.95,16244.0,United Kingdom,"['FOOD', 'CONTAINER', 'SET', '3', 'LOVE', 'HEART', '']",1889
1051,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1.45,16244.0,United Kingdom,"['DO', 'NOT', 'TOUCH', 'MY', 'STUFF', 'DOOR', 'HANGER', '']",1175
1052,21158,MOODY GIRL DOOR HANGER ,1.45,16244.0,United Kingdom,"['MOODY', 'GIRL', 'DOOR', 'HANGER', '']",1403
1053,21161,KEEP OUT BOYS DOOR HANGER ,1.45,16244.0,United Kingdom,"['KEEP', 'OUT', 'BOYS', 'DOOR', 'HANGER', '']",131
1054,21159,MOODY BOY  DOOR HANGER ,1.45,16244.0,United Kingdom,"['MOODY', 'BOY', '', 'DOOR', 'HANGER', '']",1109
1055,21390,FILIGRIS HEART WITH BUTTERFLY,1.25,16244.0,United Kingdom,"['FILIGRIS', 'HEART', 'WITH', 'BUTTERFLY']",3778
1056,22335,HEART DECORATION PAINTED ZINC ,0.65,16244.0,United Kingdom,"['HEART', 'DECORATION', 'PAINTED', 'ZINC', '']",2024
1057,22285,"DECORATION HEN ON NEST, HANGING",1.65,16244.0,United Kingdom,"['DECORATION', 'HEN', 'ON', 'NEST,', 'HANGING']",834
1058,22284,HEN HOUSE DECORATION,1.65,16244.0,United Kingdom,"['HEN', 'HOUSE', 'DECORATION']",888
1059,21383,PACK OF 12 STICKY BUNNIES,0.65,16244.0,United Kingdom,"['PACK', 'OF', '12', 'STICKY', 'BUNNIES']",770
1060,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1.69,16244.0,United Kingdom,"['MINI', 'WOODEN', 'HAPPY', 'BIRTHDAY', 'GARLAND']",1674
1061,47590B,PINK HAPPY BIRTHDAY BUNTING,5.45,16244.0,United Kingdom,"['PINK', 'HAPPY', 'BIRTHDAY', 'BUNTING']",2261
1062,47590A,BLUE HAPPY BIRTHDAY BUNTING,5.45,16244.0,United Kingdom,"['BLUE', 'HAPPY', 'BIRTHDAY', 'BUNTING']",1926
1063,22210,WOOD STAMP SET BEST WISHES,1.65,16244.0,United Kingdom,"['WOOD', 'STAMP', 'SET', 'BEST', 'WISHES']",914
1064,22209,WOOD STAMP SET HAPPY BIRTHDAY,1.65,16244.0,United Kingdom,"['WOOD', 'STAMP', 'SET', 'HAPPY', 'BIRTHDAY']",813
1065,22208,WOOD STAMP SET THANK YOU,1.65,16244.0,United Kingdom,"['WOOD', 'STAMP', 'SET', 'THANK', 'YOU']",1276
1066,21872,GLAMOROUS  MUG,1.25,15111.0,United Kingdom,"['GLAMOROUS', '', 'MUG']",1253
1067,22822,CREAM WALL PLANTER HEART SHAPED,5.95,15111.0,United Kingdom,"['CREAM', 'WALL', 'PLANTER', 'HEART', 'SHAPED']",415
1068,22385,JUMBO BAG SPACEBOY DESIGN,1.95,14390.0,United Kingdom,"['JUMBO', 'BAG', 'SPACEBOY', 'DESIGN']",8130
1069,20969,RED FLORAL FELTCRAFT SHOULDER BAG,3.75,14390.0,United Kingdom,"['RED', 'FLORAL', 'FELTCRAFT', 'SHOULDER', 'BAG']",1587
1070,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3.75,14390.0,United Kingdom,"['PINK', 'FLORAL', 'FELTCRAFT', 'SHOULDER', 'BAG']",1078
1071,22374,AIRLINE BAG VINTAGE JET SET RED,4.25,14390.0,United Kingdom,"['AIRLINE', 'BAG', 'VINTAGE', 'JET', 'SET', 'RED']",444
1072,22375,AIRLINE BAG VINTAGE JET SET BROWN,4.25,14390.0,United Kingdom,"['AIRLINE', 'BAG', 'VINTAGE', 'JET', 'SET', 'BROWN']",253
1073,21741,COSY SLIPPER SHOES LARGE GREEN,2.95,15260.0,United Kingdom,"['COSY', 'SLIPPER', 'SHOES', 'LARGE', 'GREEN']",131
1074,85061W,WHITE JEWELLED HEART DECORATION,0.85,13305.0,United Kingdom,"['WHITE', 'JEWELLED', 'HEART', 'DECORATION']",1979
1075,21385,IVORY HANGING DECORATION  HEART,0.85,13305.0,United Kingdom,"['IVORY', 'HANGING', 'DECORATION', '', 'HEART']",3562
1076,21288,STRIPEY CHOCOLATE NESTING BOXES,2.95,14491.0,United Kingdom,"['STRIPEY', 'CHOCOLATE', 'NESTING', 'BOXES']",232
1077,21803,CHRISTMAS TREE STAR DECORATION,0.42,14060.0,United Kingdom,"['CHRISTMAS', 'TREE', 'STAR', 'DECORATION']",1138
1078,21801,CHRISTMAS TREE DECORATION WITH BELL,0.42,14060.0,United Kingdom,"['CHRISTMAS', 'TREE', 'DECORATION', 'WITH', 'BELL']",421
1079,40016,CHINESE DRAGON PAPER LANTERNS,0.42,14060.0,United Kingdom,"['CHINESE', 'DRAGON', 'PAPER', 'LANTERNS']",5524
1080,22202,MILK PAN PINK POLKADOT,3.75,15923.0,United Kingdom,"['MILK', 'PAN', 'PINK', 'POLKADOT']",38
1081,21064,BOOM BOX SPEAKER BOYS,5.95,15923.0,United Kingdom,"['BOOM', 'BOX', 'SPEAKER', 'BOYS']",176
1082,47591D,PINK FAIRY CAKE CHILDRENS APRON,1.95,15923.0,United Kingdom,"['PINK', 'FAIRY', 'CAKE', 'CHILDRENS', 'APRON']",3142
1083,84341B,SMALL PINK MAGIC CHRISTMAS TREE,0.85,15923.0,United Kingdom,"['SMALL', 'PINK', 'MAGIC', 'CHRISTMAS', 'TREE']",618
1084,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,3.75,15923.0,United Kingdom,"['SET', 'OF', '4', 'FAIRY', 'CAKE', 'PLACEMATS', '']",491
1085,16235,RECYCLED PENCIL WITH RABBIT ERASER,0.21,15923.0,United Kingdom,"['RECYCLED', 'PENCIL', 'WITH', 'RABBIT', 'ERASER']",2664
1086,20986,BLUE CALCULATOR RULER,1.25,15923.0,United Kingdom,"['BLUE', 'CALCULATOR', 'RULER']",462
1087,20832,RED FLOCK LOVE HEART PHOTO FRAME,0.85,15923.0,United Kingdom,"['RED', 'FLOCK', 'LOVE', 'HEART', 'PHOTO', 'FRAME']",1033
1088,84846A,SCENTED CANDLE IN DIGITALIS TIN,2.1,16752.0,United Kingdom,"['SCENTED', 'CANDLE', 'IN', 'DIGITALIS', 'TIN']",53
1089,22442,GROW YOUR OWN FLOWERS SET OF 3,7.95,16752.0,United Kingdom,"['GROW', 'YOUR', 'OWN', 'FLOWERS', 'SET', 'OF', '3']",281
1090,21563,RED HEART SHAPE LOVE BUCKET ,2.95,16752.0,United Kingdom,"['RED', 'HEART', 'SHAPE', 'LOVE', 'BUCKET', '']",1358
1091,21769,VINTAGE POST OFFICE CABINET,79.95,16752.0,United Kingdom,"['VINTAGE', 'POST', 'OFFICE', 'CABINET']",11
1092,85227,SET OF 6 3D KIT CARDS FOR KIDS,0.85,15363.0,United Kingdom,"['SET', 'OF', '6', '3D', 'KIT', 'CARDS', 'FOR', 'KIDS']",1322
1093,20798,CLEAR MILKSHAKE GLASS,2.1,15363.0,United Kingdom,"['CLEAR', 'MILKSHAKE', 'GLASS']",32
1094,22669,RED BABY BUNTING ,2.95,15363.0,United Kingdom,"['RED', 'BABY', 'BUNTING', '']",977
1095,22320,BIRDS MOBILE VINTAGE DESIGN,5.95,15363.0,United Kingdom,"['BIRDS', 'MOBILE', 'VINTAGE', 'DESIGN']",174
1096,21249,WOODLAND  HEIGHT CHART STICKERS ,2.95,15363.0,United Kingdom,"['WOODLAND', '', 'HEIGHT', 'CHART', 'STICKERS', '']",672
1097,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2.55,15363.0,United Kingdom,"['DINOSAUR', 'LUNCH', 'BOX', 'WITH', 'CUTLERY']",1225
1098,85132A,CHARLIE + LOLA BISCUITS TINS,9.95,12915.0,United Kingdom,"['CHARLIE', '+', 'LOLA', 'BISCUITS', 'TINS']",453
1099,85132B,CHARLIE AND LOLA TABLE TINS,9.95,12915.0,United Kingdom,"['CHARLIE', 'AND', 'LOLA', 'TABLE', 'TINS']",513
1100,85132C,CHARLIE AND LOLA FIGURES TINS,9.95,12915.0,United Kingdom,"['CHARLIE', 'AND', 'LOLA', 'FIGURES', 'TINS']",1399
1101,22215,CAKE STAND WHITE TWO TIER LACE,8.5,12915.0,United Kingdom,"['CAKE', 'STAND', 'WHITE', 'TWO', 'TIER', 'LACE']",328
1102,20675,BLUE POLKADOT BOWL,1.25,15544.0,United Kingdom,"['BLUE', 'POLKADOT', 'BOWL']",2717
1103,21239,PINK  POLKADOT CUP,0.85,15544.0,United Kingdom,"['PINK', '', 'POLKADOT', 'CUP']",2553
1104,21207,SKULL AND CROSSBONES  GARLAND ,1.65,15544.0,United Kingdom,"['SKULL', 'AND', 'CROSSBONES', '', 'GARLAND', '']",982
1105,21987,PACK OF 6 SKULL PAPER CUPS,0.65,15544.0,United Kingdom,"['PACK', 'OF', '6', 'SKULL', 'PAPER', 'CUPS']",2037
1106,21988,PACK OF 6 SKULL PAPER PLATES,0.85,15544.0,United Kingdom,"['PACK', 'OF', '6', 'SKULL', 'PAPER', 'PLATES']",2194
1107,21989,PACK OF 20 SKULL PAPER NAPKINS,0.85,15544.0,United Kingdom,"['PACK', 'OF', '20', 'SKULL', 'PAPER', 'NAPKINS']",2068
1108,22316,200 BENDY SKULL STRAWS,1.25,15544.0,United Kingdom,"['200', 'BENDY', 'SKULL', 'STRAWS']",637
1109,22332,SKULLS PARTY BAG + STICKER SET,1.65,15544.0,United Kingdom,"['SKULLS', 'PARTY', 'BAG', '+', 'STICKER', 'SET']",972
1110,22437,SET OF 9 BLACK SKULL BALLOONS,0.85,15544.0,United Kingdom,"['SET', 'OF', '9', 'BLACK', 'SKULL', 'BALLOONS']",2737
1111,21206,STRAWBERRY HONEYCOMB  GARLAND ,1.65,15738.0,United Kingdom,"['STRAWBERRY', 'HONEYCOMB', '', 'GARLAND', '']",1218
1112,20677,PINK POLKADOT BOWL,1.25,15738.0,United Kingdom,"['PINK', 'POLKADOT', 'BOWL']",3154
1113,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,2.95,15827.0,United Kingdom,"['SET', 'OF', '6', 'T-LIGHTS', 'WEDDING', 'CAKE', '']",243
1114,22893,MINI CAKE STAND T-LIGHT HOLDER,0.42,15827.0,United Kingdom,"['MINI', 'CAKE', 'STAND', 'T-LIGHT', 'HOLDER']",1443
1115,22841,ROUND CAKE TIN VINTAGE GREEN,7.95,15827.0,United Kingdom,"['ROUND', 'CAKE', 'TIN', 'VINTAGE', 'GREEN']",504
1116,85159A,"BLACK TEA,COFFEE,SUGAR JARS",6.35,14180.0,United Kingdom,"['BLACK', 'TEA,COFFEE,SUGAR', 'JARS']",411
1117,21784,SHOE SHINE BOX ,9.95,14180.0,United Kingdom,"['SHOE', 'SHINE', 'BOX', '']",49
1118,22849,BREAD BIN DINER STYLE MINT,16.95,14180.0,United Kingdom,"['BREAD', 'BIN', 'DINER', 'STYLE', 'MINT']",293
1119,17090D,VANILLA INCENSE 40 CONES IN TIN,1.25,13117.0,United Kingdom,"['VANILLA', 'INCENSE', '40', 'CONES', 'IN', 'TIN']",29
1120,17090A,LAVENDER INCENSE 40 CONES IN TIN,1.25,13117.0,United Kingdom,"['LAVENDER', 'INCENSE', '40', 'CONES', 'IN', 'TIN']",109
1121,72127,COLUMBIAN CANDLE ROUND ,1.25,13117.0,United Kingdom,"['COLUMBIAN', 'CANDLE', 'ROUND', '']",168
1122,72133,COLUMBIAN CANDLE RECTANGLE,1.25,13117.0,United Kingdom,"['COLUMBIAN', 'CANDLE', 'RECTANGLE']",39
1123,84763,ZINC FINISH 15CM PLANTER POTS,1.25,13117.0,United Kingdom,"['ZINC', 'FINISH', '15CM', 'PLANTER', 'POTS']",573
1124,85127,SMALL SQUARE CUT GLASS CANDLESTICK,4.95,16916.0,United Kingdom,"['SMALL', 'SQUARE', 'CUT', 'GLASS', 'CANDLESTICK']",75
1125,22450,SILK PURSE BABUSHKA BLUE,3.35,16916.0,United Kingdom,"['SILK', 'PURSE', 'BABUSHKA', 'BLUE']",183
1126,10124G,ARMY CAMO BOOKCOVER TAPE,0.42,16916.0,United Kingdom,"['ARMY', 'CAMO', 'BOOKCOVER', 'TAPE']",17
1127,84519B,CARROT CHARLIE+LOLA COASTER SET,2.95,16916.0,United Kingdom,"['CARROT', 'CHARLIE+LOLA', 'COASTER', 'SET']",426
